POSTNR,HEITI_NF,HEITI_TGF
112,Logafold 159,Logafold 159
112,Logafold 160,Logafold 160
112,Logafold 161,Logafold 161
112,Logafold 162,Logafold 162
112,Logafold 163,Logafold 163
112,Logafold 164,Logafold 164
112,Logafold 165,Logafold 165
112,Logafold 166,Logafold 166
112,Logafold 167,Logafold 167
112,Logafold 168,Logafold 168
112,Logafold 169,Logafold 169
112,Logafold 17,Logafold 17
112,Logafold 170,Logafold 170
112,Logafold 171,Logafold 171
112,Logafold 172,Logafold 172
112,Logafold 173,Logafold 173
112,Logafold 174,Logafold 174
112,Logafold 175,Logafold 175
112,Logafold 176,Logafold 176
112,Logafold 178,Logafold 178
112,Logafold 18,Logafold 18
112,Logafold 180,Logafold 180
112,Logafold 182,Logafold 182
112,Logafold 184,Logafold 184
112,Logafold 186,Logafold 186
112,Logafold 188,Logafold 188
112,Logafold 19,Logafold 19
112,Logafold 190,Logafold 190
112,Logafold 192,Logafold 192
112,Logafold 20,Logafold 20
112,Logafold 21,Logafold 21
112,Logafold 22,Logafold 22
112,Logafold 23,Logafold 23
112,Logafold 24,Logafold 24
112,Logafold 25,Logafold 25
112,Logafold 26,Logafold 26
112,Logafold 27,Logafold 27
112,Logafold 28,Logafold 28
112,Logafold 29,Logafold 29
112,Logafold 3,Logafold 3
112,Logafold 30,Logafold 30
112,Logafold 31,Logafold 31
112,Logafold 32,Logafold 32
112,Logafold 33,Logafold 33
112,Logafold 34,Logafold 34
112,Logafold 35,Logafold 35
112,Logafold 36,Logafold 36
112,Logafold 37,Logafold 37
112,Logafold 38,Logafold 38
112,Logafold 39,Logafold 39
112,Logafold 4,Logafold 4
112,Logafold 40,Logafold 40
112,Logafold 41,Logafold 41
112,Logafold 42,Logafold 42
112,Logafold 43,Logafold 43
112,Logafold 44,Logafold 44
112,Logafold 45,Logafold 45
112,Logafold 46,Logafold 46
112,Logafold 47,Logafold 47
112,Logafold 48,Logafold 48
112,Logafold 49,Logafold 49
112,Logafold 5,Logafold 5
112,Logafold 50,Logafold 50
112,Logafold 51,Logafold 51
112,Logafold 52,Logafold 52
112,Logafold 53,Logafold 53
112,Logafold 54,Logafold 54
112,Logafold 55,Logafold 55
112,Logafold 56,Logafold 56
112,Logafold 57,Logafold 57
112,Logafold 58,Logafold 58
112,Logafold 59,Logafold 59
112,Logafold 60,Logafold 60
112,Logafold 61,Logafold 61
112,Logafold 62,Logafold 62
112,Logafold 63,Logafold 63
112,Logafold 64,Logafold 64
112,Logafold 65,Logafold 65
112,Logafold 66,Logafold 66
112,Logafold 67,Logafold 67
112,Logafold 68,Logafold 68
112,Logafold 69,Logafold 69
112,Logafold 70,Logafold 70
112,Logafold 71,Logafold 71
112,Logafold 72,Logafold 72
112,Logafold 73,Logafold 73
112,Logafold 74,Logafold 74
112,Logafold 75,Logafold 75
112,Logafold 76,Logafold 76
112,Logafold 77,Logafold 77
112,Logafold 78,Logafold 78
112,Logafold 79,Logafold 79
112,Logafold 80,Logafold 80
112,Logafold 81,Logafold 81
112,Logafold 82,Logafold 82
112,Logafold 83,Logafold 83
112,Logafold 84,Logafold 84
112,Logafold 85,Logafold 85
112,Logafold 86,Logafold 86
112,Logafold 87,Logafold 87
112,Logafold 88,Logafold 88
112,Logafold 89,Logafold 89
112,Logafold 90,Logafold 90
112,Logafold 91,Logafold 91
112,Logafold 92,Logafold 92
112,Logafold 93,Logafold 93
112,Logafold 94,Logafold 94
112,Logafold 95,Logafold 95
112,Logafold 96,Logafold 96
112,Logafold 97,Logafold 97
112,Logafold 98,Logafold 98
112,Logafold 99,Logafold 99
112,Lyngrimi,Lyngrima
112,Lyngrimi 1,Lyngrima 1
112,Lyngrimi 10,Lyngrima 10
112,Lyngrimi 11,Lyngrima 11
112,Lyngrimi 12,Lyngrima 12
112,Lyngrimi 13,Lyngrima 13
112,Lyngrimi 14,Lyngrima 14
112,Lyngrimi 15,Lyngrima 15
112,Lyngrimi 16,Lyngrima 16
112,Lyngrimi 17,Lyngrima 17
112,Lyngrimi 18,Lyngrima 18
112,Lyngrimi 2,Lyngrima 2
112,Lyngrimi 20,Lyngrima 20
112,Lyngrimi 22,Lyngrima 22
112,Lyngrimi 3,Lyngrima 3
112,Lyngrimi 4,Lyngrima 4
112,Lyngrimi 5,Lyngrima 5
112,Lyngrimi 6,Lyngrima 6
112,Lyngrimi 7,Lyngrima 7
112,Lyngrimi 8,Lyngrima 8
112,Lyngrimi 9,Lyngrima 9
112,Miðhús 1,Miðhúsum 1
112,Miðhús 10,Miðhúsum 10
112,Miðhús 11,Miðhúsum 11
112,Miðhús 12,Miðhúsum 12
112,Miðhús 13,Miðhúsum 13
112,Miðhús 14,Miðhúsum 14
112,Miðhús 15,Miðhúsum 15
112,Miðhús 16,Miðhúsum 16
112,Miðhús 17,Miðhúsum 17
112,Miðhús 18,Miðhúsum 18
112,Miðhús 19,Miðhúsum 19
112,Miðhús 2,Miðhúsum 2
112,Miðhús 20,Miðhúsum 20
112,Miðhús 21,Miðhúsum 21
112,Miðhús 22,Miðhúsum 22
112,Miðhús 23,Miðhúsum 23
112,Miðhús 24,Miðhúsum 24
112,Miðhús 25,Miðhúsum 25
112,Miðhús 26,Miðhúsum 26
112,Miðhús 27,Miðhúsum 27
112,Miðhús 28,Miðhúsum 28
112,Miðhús 29,Miðhúsum 29
112,Miðhús 2A,Miðhúsum 2A
112,Miðhús 3,Miðhúsum 3
112,Miðhús 30,Miðhúsum 30
112,Miðhús 31,Miðhúsum 31
112,Miðhús 32,Miðhúsum 32
112,Miðhús 33,Miðhúsum 33
112,Miðhús 34,Miðhúsum 34
112,Miðhús 36,Miðhúsum 36
112,Miðhús 38,Miðhúsum 38
112,Miðhús 4,Miðhúsum 4
112,Miðhús 40,Miðhúsum 40
112,Miðhús 42,Miðhúsum 42
112,Miðhús 44,Miðhúsum 44
112,Miðhús 46,Miðhúsum 46
112,Miðhús 48,Miðhúsum 48
112,Miðhús 5,Miðhúsum 5
112,Miðhús 50,Miðhúsum 50
112,Miðhús 6,Miðhúsum 6
112,Miðhús 7,Miðhúsum 7
112,Miðhús 8,Miðhúsum 8
112,Miðhús 9,Miðhúsum 9
112,Mosarimi 1,Mosarima 1
112,Mosarimi 10,Mosarima 10
112,Mosarimi 11,Mosarima 11
112,Mosarimi 12,Mosarima 12
112,Mosarimi 13,Mosarima 13
112,Mosarimi 14,Mosarima 14
112,Mosarimi 15,Mosarima 15
112,Mosarimi 16,Mosarima 16
112,Mosarimi 2,Mosarima 2
112,Mosarimi 20,Mosarima 20
112,Mosarimi 21,Mosarima 21
112,Mosarimi 22,Mosarima 22
112,Mosarimi 23,Mosarima 23
112,Mosarimi 24,Mosarima 24
112,Mosarimi 25,Mosarima 25
112,Mosarimi 26,Mosarima 26
112,Mosarimi 27,Mosarima 27
112,Mosarimi 28,Mosarima 28
112,Mosarimi 29,Mosarima 29
112,Mosarimi 3,Mosarima 3
112,Mosarimi 30,Mosarima 30
112,Mosarimi 31,Mosarima 31
112,Mosarimi 32,Mosarima 32
112,Mosarimi 33,Mosarima 33
112,Mosarimi 34,Mosarima 34
112,Mosarimi 35,Mosarima 35
112,Mosarimi 36,Mosarima 36
112,Mosarimi 37,Mosarima 37
112,Mosarimi 39,Mosarima 39
112,Mosarimi 41,Mosarima 41
112,Mosarimi 43,Mosarima 43
112,Mosarimi 45,Mosarima 45
112,Mosarimi 47,Mosarima 47
112,Mosarimi 49,Mosarima 49
112,Mosarimi 5,Mosarima 5
112,Mosarimi 51,Mosarima 51
112,Mosarimi 53,Mosarima 53
112,Mosarimi 55,Mosarima 55
112,Mosarimi 6,Mosarima 6
112,Mosarimi 7,Mosarima 7
112,Mosarimi 8,Mosarima 8
112,Mosarimi 9,Mosarima 9
112,Mosavegur 15,Mosavegi 15
112,Mosavegur 1A,Mosavegi 1A
112,Mosavegur 23,Mosavegi 23
112,Mururimi,Mururima
112,Mururimi 1,Mururima 1
112,Mururimi 11,Mururima 11
112,Mururimi 13,Mururima 13
112,Mururimi 15,Mururima 15
112,Mururimi 17,Mururima 17
112,Mururimi 19,Mururima 19
112,Mururimi 1A,Mururima 1A
112,Mururimi 2,Mururima 2
112,Mururimi 3,Mururima 3
112,Mururimi 4,Mururima 4
112,Mururimi 5,Mururima 5
112,Mururimi 7,Mururima 7
112,Mururimi 9,Mururima 9
112,Móavegur 10,Móavegi 10
112,Móavegur 12,Móavegi 12
112,Móavegur 2,Móavegi 2
112,Móavegur 4,Móavegi 4
112,Móavegur 6,Móavegi 6
112,Móavegur 8,Móavegi 8
112,Neshamrar 1,Neshömrum 1
112,Neshamrar 10,Neshömrum 10
112,Neshamrar 11,Neshömrum 11
112,Neshamrar 12,Neshömrum 12
112,Neshamrar 16,Neshömrum 16
112,Neshamrar 18,Neshömrum 18
112,Neshamrar 2,Neshömrum 2
112,Neshamrar 3,Neshömrum 3
112,Neshamrar 4,Neshömrum 4
112,Neshamrar 5,Neshömrum 5
112,Neshamrar 6,Neshömrum 6
112,Neshamrar 7,Neshömrum 7
112,Neshamrar 8,Neshömrum 8
112,Neshamrar 9,Neshömrum 9
112,Rauðhamrar,Rauðhömrum
112,Rauðhamrar 10,Rauðhömrum 10
112,Rauðhamrar 12,Rauðhömrum 12
112,Rauðhamrar 14,Rauðhömrum 14
112,Rauðhamrar 3,Rauðhömrum 3
112,Rauðhamrar 5,Rauðhömrum 5
112,Rauðhamrar 8,Rauðhömrum 8
112,Reykjafold 1,Reykjafold 1
112,Reykjafold 10,Reykjafold 10
112,Reykjafold 11,Reykjafold 11
112,Reykjafold 12,Reykjafold 12
112,Reykjafold 13,Reykjafold 13
112,Reykjafold 14,Reykjafold 14
112,Reykjafold 15,Reykjafold 15
112,Reykjafold 16,Reykjafold 16
112,Reykjafold 17,Reykjafold 17
112,Reykjafold 18,Reykjafold 18
112,Reykjafold 19,Reykjafold 19
112,Reykjafold 2,Reykjafold 2
112,Reykjafold 20,Reykjafold 20
112,Reykjafold 22,Reykjafold 22
112,Reykjafold 24,Reykjafold 24
112,Reykjafold 26,Reykjafold 26
112,Reykjafold 28,Reykjafold 28
112,Reykjafold 3,Reykjafold 3
112,Reykjafold 30,Reykjafold 30
112,Reykjafold 32,Reykjafold 32
112,Reykjafold 4,Reykjafold 4
112,Reykjafold 5,Reykjafold 5
112,Reykjafold 6,Reykjafold 6
112,Reykjafold 7,Reykjafold 7
112,Reykjafold 8,Reykjafold 8
112,Reykjafold 9,Reykjafold 9
112,Reyrengi 1,Reyrengi 1
112,Reyrengi 10,Reyrengi 10
112,Reyrengi 11,Reyrengi 11
112,Reyrengi 15,Reyrengi 15
112,Reyrengi 17,Reyrengi 17
112,Reyrengi 19,Reyrengi 19
112,Reyrengi 2,Reyrengi 2
112,Reyrengi 21,Reyrengi 21
112,Reyrengi 22,Reyrengi 22
112,Reyrengi 23,Reyrengi 23
112,Reyrengi 24,Reyrengi 24
112,Reyrengi 25,Reyrengi 25
112,Reyrengi 26,Reyrengi 26
112,Reyrengi 27,Reyrengi 27
112,Reyrengi 28,Reyrengi 28
112,Reyrengi 29,Reyrengi 29
112,Reyrengi 3,Reyrengi 3
112,Reyrengi 30,Reyrengi 30
112,Reyrengi 31,Reyrengi 31
112,Reyrengi 32,Reyrengi 32
112,Reyrengi 33,Reyrengi 33
112,Reyrengi 34,Reyrengi 34
112,Reyrengi 35,Reyrengi 35
112,Reyrengi 36,Reyrengi 36
112,Reyrengi 37,Reyrengi 37
112,Reyrengi 39,Reyrengi 39
112,Reyrengi 4,Reyrengi 4
112,Reyrengi 41,Reyrengi 41
112,Reyrengi 43,Reyrengi 43
112,Reyrengi 45,Reyrengi 45
112,Reyrengi 47,Reyrengi 47
112,Reyrengi 49,Reyrengi 49
112,Reyrengi 51,Reyrengi 51
112,Reyrengi 53,Reyrengi 53
112,Reyrengi 55,Reyrengi 55
112,Reyrengi 57,Reyrengi 57
112,Reyrengi 59,Reyrengi 59
112,Reyrengi 6,Reyrengi 6
112,Reyrengi 7,Reyrengi 7
112,Reyrengi 8,Reyrengi 8
112,Reyrengi 9,Reyrengi 9
112,Rimaflöt 9,Rimaflöt 9
112,Rósarimi 1,Rósarima 1
112,Rósarimi 11,Rósarima 11
112,Rósarimi 2,Rósarima 2
112,Rósarimi 3,Rósarima 3
112,Rósarimi 5,Rósarima 5
112,Rósarimi 6,Rósarima 6
112,Rósarimi 7,Rósarima 7
112,Salthamrar 1,Salthömrum 1
112,Salthamrar 10,Salthömrum 10
112,Salthamrar 11,Salthömrum 11
112,Salthamrar 12,Salthömrum 12
112,Salthamrar 13,Salthömrum 13
112,Salthamrar 14,Salthömrum 14
112,Salthamrar 15,Salthömrum 15
112,Salthamrar 16,Salthömrum 16
112,Salthamrar 17,Salthömrum 17
112,Salthamrar 18,Salthömrum 18
112,Salthamrar 2,Salthömrum 2
112,Salthamrar 20,Salthömrum 20
112,Salthamrar 22,Salthömrum 22
112,Salthamrar 24,Salthömrum 24
112,Salthamrar 3,Salthömrum 3
112,Salthamrar 4,Salthömrum 4
112,Salthamrar 5,Salthömrum 5
112,Salthamrar 6,Salthömrum 6
112,Salthamrar 7,Salthömrum 7
112,Salthamrar 8,Salthömrum 8
112,Salthamrar 9,Salthömrum 9
112,Smárarimi 1,Smárarima 1
112,Smárarimi 10,Smárarima 10
112,Smárarimi 100,Smárarima 100
112,Smárarimi 102,Smárarima 102
112,Smárarimi 104,Smárarima 104
112,Smárarimi 106,Smárarima 106
112,Smárarimi 108,Smárarima 108
112,Smárarimi 11,Smárarima 11
112,Smárarimi 110,Smárarima 110
112,Smárarimi 112,Smárarima 112
112,Smárarimi 114,Smárarima 114
112,Smárarimi 116,Smárarima 116
112,Smárarimi 118,Smárarima 118
112,Smárarimi 12,Smárarima 12
112,Smárarimi 13,Smárarima 13
112,Smárarimi 14,Smárarima 14
112,Smárarimi 15,Smárarima 15
112,Smárarimi 16,Smárarima 16
112,Smárarimi 17,Smárarima 17
112,Smárarimi 18,Smárarima 18
112,Smárarimi 19,Smárarima 19
112,Smárarimi 2,Smárarima 2
112,Smárarimi 20,Smárarima 20
112,Smárarimi 21,Smárarima 21
112,Smárarimi 22,Smárarima 22
112,Smárarimi 23,Smárarima 23
112,Smárarimi 24,Smárarima 24
112,Smárarimi 25,Smárarima 25
112,Smárarimi 26,Smárarima 26
112,Smárarimi 27,Smárarima 27
112,Smárarimi 28,Smárarima 28
112,Smárarimi 29,Smárarima 29
112,Smárarimi 3,Smárarima 3
112,Smárarimi 30,Smárarima 30
112,Smárarimi 31,Smárarima 31
112,Smárarimi 32,Smárarima 32
112,Smárarimi 33,Smárarima 33
112,Smárarimi 34,Smárarima 34
112,Smárarimi 35,Smárarima 35
112,Smárarimi 36,Smárarima 36
112,Smárarimi 37,Smárarima 37
112,Smárarimi 38,Smárarima 38
112,Smárarimi 39,Smárarima 39
112,Smárarimi 4,Smárarima 4
112,Smárarimi 40,Smárarima 40
112,Smárarimi 41,Smárarima 41
112,Smárarimi 42,Smárarima 42
112,Smárarimi 43,Smárarima 43
112,Smárarimi 44,Smárarima 44
112,Smárarimi 45,Smárarima 45
112,Smárarimi 46,Smárarima 46
112,Smárarimi 47,Smárarima 47
112,Smárarimi 49,Smárarima 49
112,Smárarimi 49A,Smárarima 49A
112,Smárarimi 5,Smárarima 5
112,Smárarimi 50,Smárarima 50
112,Smárarimi 51,Smárarima 51
112,Smárarimi 52,Smárarima 52
112,Smárarimi 53,Smárarima 53
112,Smárarimi 54,Smárarima 54
112,Smárarimi 55,Smárarima 55
112,Smárarimi 56,Smárarima 56
112,Smárarimi 57,Smárarima 57
112,Smárarimi 58,Smárarima 58
112,Smárarimi 59,Smárarima 59
112,Smárarimi 6,Smárarima 6
112,Smárarimi 60,Smárarima 60
112,Smárarimi 61,Smárarima 61
112,Smárarimi 62,Smárarima 62
112,Smárarimi 63,Smárarima 63
112,Smárarimi 64,Smárarima 64
112,Smárarimi 65,Smárarima 65
112,Smárarimi 66,Smárarima 66
112,Smárarimi 67,Smárarima 67
112,Smárarimi 68,Smárarima 68
112,Smárarimi 69,Smárarima 69
112,Smárarimi 7,Smárarima 7
112,Smárarimi 70,Smárarima 70
112,Smárarimi 71,Smárarima 71
112,Smárarimi 72,Smárarima 72
112,Smárarimi 73,Smárarima 73
112,Smárarimi 74,Smárarima 74
112,Smárarimi 75,Smárarima 75
112,Smárarimi 76,Smárarima 76
112,Smárarimi 77,Smárarima 77
112,Smárarimi 78,Smárarima 78
112,Smárarimi 79,Smárarima 79
112,Smárarimi 8,Smárarima 8
112,Smárarimi 80,Smárarima 80
112,Smárarimi 81,Smárarima 81
112,Smárarimi 82,Smárarima 82
112,Smárarimi 83,Smárarima 83
112,Smárarimi 84,Smárarima 84
112,Smárarimi 85,Smárarima 85
112,Smárarimi 86,Smárarima 86
112,Smárarimi 87,Smárarima 87
112,Smárarimi 88,Smárarima 88
112,Smárarimi 89,Smárarima 89
112,Smárarimi 9,Smárarima 9
112,Smárarimi 94,Smárarima 94
112,Smárarimi 96,Smárarima 96
112,Smárarimi 98,Smárarima 98
112,Sporhamrar 10,Sporhömrum 10
112,Sporhamrar 12,Sporhömrum 12
112,Sporhamrar 14,Sporhömrum 14
112,Sporhamrar 3,Sporhömrum 3
112,Sporhamrar 5,Sporhömrum 5
112,Sporhamrar 6,Sporhömrum 6
112,Sporhamrar 8,Sporhömrum 8
112,Spöngin 11,Spönginni 11
112,Spöngin 13,Spönginni 13
112,Spöngin 15,Spönginni 15
112,Spöngin 17,Spönginni 17
112,Spöngin 19,Spönginni 19
112,Spöngin 21,Spönginni 21
112,Spöngin 23,Spönginni 23
112,Spöngin 25,Spönginni 25
112,Spöngin 29,Spönginni 29
112,Spöngin 31,Spönginni 31
112,Spöngin 33,Spönginni 33
112,Spöngin 35,Spönginni 35
112,Spöngin 37,Spönginni 37
112,Spöngin 39A,Spönginni 39A
112,Spöngin 39B,Spönginni 39B
112,Spöngin 41,Spönginni 41
112,Spöngin 43,Spönginni 43
112,Spöngin 47,Spönginni 47
112,Spöngin 9,Spönginni 9
112,Stakkhamrar 1,Stakkhömrum 1
112,Stakkhamrar 10,Stakkhömrum 10
112,Stakkhamrar 11,Stakkhömrum 11
112,Stakkhamrar 12,Stakkhömrum 12
112,Stakkhamrar 13,Stakkhömrum 13
112,Stakkhamrar 14,Stakkhömrum 14
112,Stakkhamrar 15,Stakkhömrum 15
112,Stakkhamrar 16,Stakkhömrum 16
112,Stakkhamrar 17,Stakkhömrum 17
112,Stakkhamrar 18,Stakkhömrum 18
112,Stakkhamrar 19,Stakkhömrum 19
112,Stakkhamrar 2,Stakkhömrum 2
112,Stakkhamrar 20,Stakkhömrum 20
112,Stakkhamrar 21,Stakkhömrum 21
112,Stakkhamrar 22,Stakkhömrum 22
112,Stakkhamrar 23,Stakkhömrum 23
112,Stakkhamrar 24,Stakkhömrum 24
112,Stakkhamrar 25,Stakkhömrum 25
112,Stakkhamrar 27,Stakkhömrum 27
112,Stakkhamrar 29,Stakkhömrum 29
112,Stakkhamrar 3,Stakkhömrum 3
112,Stakkhamrar 31,Stakkhömrum 31
112,Stakkhamrar 4,Stakkhömrum 4
112,Stakkhamrar 5,Stakkhömrum 5
112,Stakkhamrar 6,Stakkhömrum 6
112,Stakkhamrar 7,Stakkhömrum 7
112,Stakkhamrar 8,Stakkhömrum 8
112,Stakkhamrar 9,Stakkhömrum 9
112,Stararimi 10,Stararima 10
112,Stararimi 11,Stararima 11
112,Stararimi 12,Stararima 12
112,Stararimi 13,Stararima 13
112,Stararimi 14,Stararima 14
112,Stararimi 16,Stararima 16
112,Stararimi 17,Stararima 17
112,Stararimi 18,Stararima 18
112,Stararimi 19,Stararima 19
112,Stararimi 20,Stararima 20
112,Stararimi 21,Stararima 21
112,Stararimi 23,Stararima 23
112,Stararimi 25,Stararima 25
112,Stararimi 27,Stararima 27
112,Stararimi 29,Stararima 29
112,Stararimi 3,Stararima 3
112,Stararimi 31,Stararima 31
112,Stararimi 33,Stararima 33
112,Stararimi 35,Stararima 35
112,Stararimi 37,Stararima 37
112,Stararimi 39,Stararima 39
112,Stararimi 4,Stararima 4
112,Stararimi 41,Stararima 41
112,Stararimi 43,Stararima 43
112,Stararimi 45,Stararima 45
112,Stararimi 47,Stararima 47
112,Stararimi 49,Stararima 49
112,Stararimi 5,Stararima 5
112,Stararimi 51,Stararima 51
112,Stararimi 53,Stararima 53
112,Stararimi 55,Stararima 55
112,Stararimi 57,Stararima 57
112,Stararimi 59,Stararima 59
112,Stararimi 6,Stararima 6
112,Stararimi 61,Stararima 61
112,Stararimi 63,Stararima 63
112,Stararimi 65,Stararima 65
112,Stararimi 67,Stararima 67
112,Stararimi 69,Stararima 69
112,Stararimi 7,Stararima 7
112,Stararimi 8,Stararima 8
112,Stararimi 9,Stararima 9
112,Starengi 10,Starengi 10
112,Starengi 100,Starengi 100
112,Starengi 102,Starengi 102
112,Starengi 104,Starengi 104
112,Starengi 106,Starengi 106
112,Starengi 108,Starengi 108
112,Starengi 110,Starengi 110
112,Starengi 112,Starengi 112
112,Starengi 114,Starengi 114
112,Starengi 116,Starengi 116
112,Starengi 118,Starengi 118
112,Starengi 12,Starengi 12
112,Starengi 120,Starengi 120
112,Starengi 14,Starengi 14
112,Starengi 16,Starengi 16
112,Starengi 18,Starengi 18
112,Starengi 2,Starengi 2
112,Starengi 20,Starengi 20
112,Starengi 20A,Starengi 20A
112,Starengi 20B,Starengi 20B
112,Starengi 22,Starengi 22
112,Starengi 24,Starengi 24
112,Starengi 26,Starengi 26
112,Starengi 28,Starengi 28
112,Starengi 30,Starengi 30
112,Starengi 32,Starengi 32
112,Starengi 36,Starengi 36
112,Starengi 38,Starengi 38
112,Starengi 4,Starengi 4
112,Starengi 40,Starengi 40
112,Starengi 42,Starengi 42
112,Starengi 44,Starengi 44
112,Starengi 46,Starengi 46
112,Starengi 48,Starengi 48
112,Starengi 50,Starengi 50
112,Starengi 52,Starengi 52
112,Starengi 54,Starengi 54
112,Starengi 56,Starengi 56
112,Starengi 58,Starengi 58
112,Starengi 6,Starengi 6
112,Starengi 60,Starengi 60
112,Starengi 62,Starengi 62
112,Starengi 68,Starengi 68
112,Starengi 70,Starengi 70
112,Starengi 72,Starengi 72
112,Starengi 74,Starengi 74
112,Starengi 76,Starengi 76
112,Starengi 78,Starengi 78
112,Starengi 8,Starengi 8
112,Starengi 80,Starengi 80
112,Starengi 82,Starengi 82
112,Starengi 84,Starengi 84
112,Starengi 86,Starengi 86
112,Starengi 88,Starengi 88
112,Starengi 90,Starengi 90
112,Starengi 92,Starengi 92
112,Starengi 94,Starengi 94
112,Starengi 96,Starengi 96
112,Starengi 98,Starengi 98
112,Suðurhús 1,Suðurhúsum 1
112,Suðurhús 10,Suðurhúsum 10
112,Suðurhús 11,Suðurhúsum 11
112,Suðurhús 12,Suðurhúsum 12
112,Suðurhús 13,Suðurhúsum 13
112,Suðurhús 15,Suðurhúsum 15
112,Suðurhús 17,Suðurhúsum 17
112,Suðurhús 2,Suðurhúsum 2
112,Suðurhús 3,Suðurhúsum 3
112,Suðurhús 4,Suðurhúsum 4
112,Suðurhús 5,Suðurhúsum 5
112,Suðurhús 6,Suðurhúsum 6
112,Suðurhús 7,Suðurhúsum 7
112,Suðurhús 8,Suðurhúsum 8
112,Suðurhús 9,Suðurhúsum 9
112,Svarthamrar 1,Svarthömrum 1
112,Svarthamrar 10,Svarthömrum 10
112,Svarthamrar 11,Svarthömrum 11
112,Svarthamrar 12,Svarthömrum 12
112,Svarthamrar 13,Svarthömrum 13
112,Svarthamrar 14,Svarthömrum 14
112,Svarthamrar 15,Svarthömrum 15
112,Svarthamrar 16,Svarthömrum 16
112,Svarthamrar 17,Svarthömrum 17
112,Svarthamrar 18,Svarthömrum 18
112,Svarthamrar 19,Svarthömrum 19
112,Svarthamrar 2,Svarthömrum 2
112,Svarthamrar 20,Svarthömrum 20
112,Svarthamrar 21,Svarthömrum 21
112,Svarthamrar 22,Svarthömrum 22
112,Svarthamrar 23,Svarthömrum 23
112,Svarthamrar 24,Svarthömrum 24
112,Svarthamrar 25,Svarthömrum 25
112,Svarthamrar 26,Svarthömrum 26
112,Svarthamrar 27,Svarthömrum 27
112,Svarthamrar 28,Svarthömrum 28
112,Svarthamrar 29,Svarthömrum 29
112,Svarthamrar 3,Svarthömrum 3
112,Svarthamrar 30,Svarthömrum 30
112,Svarthamrar 31,Svarthömrum 31
112,Svarthamrar 32,Svarthömrum 32
112,Svarthamrar 33,Svarthömrum 33
112,Svarthamrar 34,Svarthömrum 34
112,Svarthamrar 36,Svarthömrum 36
112,Svarthamrar 38,Svarthömrum 38
112,Svarthamrar 4,Svarthömrum 4
112,Svarthamrar 40,Svarthömrum 40
112,Svarthamrar 42,Svarthömrum 42
112,Svarthamrar 44,Svarthömrum 44
112,Svarthamrar 46,Svarthömrum 46
112,Svarthamrar 48,Svarthömrum 48
112,Svarthamrar 5,Svarthömrum 5
112,Svarthamrar 50,Svarthömrum 50
112,Svarthamrar 52,Svarthömrum 52
112,Svarthamrar 54,Svarthömrum 54
112,Svarthamrar 56,Svarthömrum 56
112,Svarthamrar 58,Svarthömrum 58
112,Svarthamrar 6,Svarthömrum 6
112,Svarthamrar 60,Svarthömrum 60
112,Svarthamrar 62,Svarthömrum 62
112,Svarthamrar 64,Svarthömrum 64
112,Svarthamrar 66,Svarthömrum 66
112,Svarthamrar 68,Svarthömrum 68
112,Svarthamrar 7,Svarthömrum 7
112,Svarthamrar 70,Svarthömrum 70
112,Svarthamrar 8,Svarthömrum 8
112,Svarthamrar 9,Svarthömrum 9
112,Sveighús 1,Sveighúsum 1
112,Sveighús 10,Sveighúsum 10
112,Sveighús 11,Sveighúsum 11
112,Sveighús 12,Sveighúsum 12
112,Sveighús 13,Sveighúsum 13
112,Sveighús 15,Sveighúsum 15
112,Sveighús 17,Sveighúsum 17
112,Sveighús 2,Sveighúsum 2
112,Sveighús 3,Sveighúsum 3
112,Sveighús 4,Sveighúsum 4
112,Sveighús 5,Sveighúsum 5
112,Sveighús 6,Sveighúsum 6
112,Sveighús 7,Sveighúsum 7
112,Sveighús 8,Sveighúsum 8
112,Sveighús 9,Sveighúsum 9
112,Sóleyjarimi,Sóleyjarima
112,Sóleyjarimi 1,Sóleyjarima 1
112,Sóleyjarimi 101,Sóleyjarima 101
112,Sóleyjarimi 103,Sóleyjarima 103
112,Sóleyjarimi 105,Sóleyjarima 105
112,Sóleyjarimi 107,Sóleyjarima 107
112,Sóleyjarimi 109,Sóleyjarima 109
112,Sóleyjarimi 11,Sóleyjarima 11
112,Sóleyjarimi 111,Sóleyjarima 111
112,Sóleyjarimi 113,Sóleyjarima 113
112,Sóleyjarimi 115,Sóleyjarima 115
112,Sóleyjarimi 117,Sóleyjarima 117
112,Sóleyjarimi 119,Sóleyjarima 119
112,Sóleyjarimi 121,Sóleyjarima 121
112,Sóleyjarimi 123,Sóleyjarima 123
112,Sóleyjarimi 13,Sóleyjarima 13
112,Sóleyjarimi 15,Sóleyjarima 15
112,Sóleyjarimi 17,Sóleyjarima 17
112,Sóleyjarimi 19,Sóleyjarima 19
112,Sóleyjarimi 21,Sóleyjarima 21
112,Sóleyjarimi 23,Sóleyjarima 23
112,Sóleyjarimi 29,Sóleyjarima 29
112,Sóleyjarimi 3,Sóleyjarima 3
112,Sóleyjarimi 33,Sóleyjarima 33
112,Sóleyjarimi 35,Sóleyjarima 35
112,Sóleyjarimi 37,Sóleyjarima 37
112,Sóleyjarimi 39,Sóleyjarima 39
112,Sóleyjarimi 4,Sóleyjarima 4
112,Sóleyjarimi 41,Sóleyjarima 41
112,Sóleyjarimi 43,Sóleyjarima 43
112,Sóleyjarimi 45,Sóleyjarima 45
