UTGDAG,SVFN,POSTNR,KAUPVERD,EINFLM,FERMETRAVERD,TEGUND
2019-05,6000,600,41500000,"139,6",297278,Fjölbýli
2019-05,6100,640,46700000,"183,7",254219,Einbýli
2019-05,7300,740,18400000,"132,0",139394,Einbýli
2019-05,7300,740,36000000,"124,1",290089,Sérbýli
2019-05,7300,740,19300000,"96,8",199380,Fjölbýli
2019-04,2000,260,32760000,"81,9",400000,Fjölbýli
2019-05,1300,210,68900000,"136,9",503287,Fjölbýli
2019-05,1000,201,50900000,"110,8",459386,Fjölbýli
2019-04,0,110,62000000,"132,5",467925,Fjölbýli
2019-05,7400,700,44300000,"170,5",259824,Einbýli
2019-05,7400,700,23000000,"90,7",253583,Fjölbýli
2019-05,8200,800,26000000,"69,3",375180,Fjölbýli
2019-04,2000,262,27000000,"98,2",274949,Fjölbýli
2019-05,2000,230,33000000,"159,8",206508,Einbýli
2019-05,0,104,31100000,"56,0",555357,Fjölbýli
2019-05,0,105,32000000,"65,8",486322,Fjölbýli
2019-04,0,107,46500000,"87,0",534483,Fjölbýli
2019-05,0,108,29900000,"37,7",793103,Fjölbýli
2019-05,0,112,70200000,"150,7",465826,Sérbýli
2019-04,0,108,70000000,"204,9",341630,Einbýli
2019-05,1400,220,50500000,"125,5",402390,Fjölbýli
2019-05,0,104,51000000,"119,7",426065,Fjölbýli
2019-05,0,112,44500000,"113,2",393110,Fjölbýli
2019-05,1000,201,42500000,"91,0",467033,Fjölbýli
2019-05,1400,220,55000000,"91,8",599129,Fjölbýli
2019-05,0,112,30000000,"70,2",427350,Fjölbýli
2019-05,6000,600,19000000,"59,5",319328,Fjölbýli
2019-04,2000,260,21400000,"48,0",445833,Fjölbýli
2019-05,2000,230,28750000,"81,0",354938,Fjölbýli
2019-04,0,113,51500000,"117,4",438671,Fjölbýli
2019-05,0,109,30000000,"83,9",357569,Fjölbýli
2019-04,0,101,32000000,"44,3",722348,Fjölbýli
2019-04,1400,220,29500000,"67,3",438336,Fjölbýli
2019-04,0,105,31600000,"53,4",591760,Fjölbýli
2019-05,3000,300,33000000,"110,1",299728,Fjölbýli
2019-05,3000,300,53000000,"186,3",284487,Einbýli
2019-05,5613,540,32500000,"198,0",164141,Einbýli
2019-05,6100,640,20600000,"90,8",226872,Fjölbýli
2019-05,6100,640,31000000,"142,8",217087,Einbýli
2019-05,7300,730,26000000,"132,5",196226,Sérbýli
2019-04,2000,260,27800000,"152,6",182176,Fjölbýli
2019-05,2510,250,31000000,"103,6",299228,Sérbýli
2019-05,0,101,41000000,"68,2",601173,Fjölbýli
2019-05,0,105,37500000,"84,2",445368,Fjölbýli
2019-05,0,110,41000000,"82,1",499391,Fjölbýli
2019-04,2000,260,20500000,"48,0",427083,Fjölbýli
2019-05,1300,210,160000000,"409,2",391007,Einbýli
2019-05,0,110,54300000,"114,1",475898,Fjölbýli
2019-05,4604,465,18000000,"113,0",159292,Einbýli
2019-05,1300,210,165000000,"245,2",672920,Einbýli
2019-05,0,110,35500000,"89,2",397982,Fjölbýli
2019-05,0,101,33300000,"61,8",538835,Fjölbýli
2019-05,0,105,41300000,"89,9",459399,Fjölbýli
2019-05,1604,270,43000000,"93,0",462366,Fjölbýli
2019-05,0,112,41000000,"93,3",439443,Fjölbýli
2019-04,1604,270,42000000,"93,0",451613,Fjölbýli
2019-05,0,113,44900000,"102,7",437196,Fjölbýli
2019-04,0,111,69000000,"227,1",303831,Einbýli
2019-05,0,108,57000000,"136,2",418502,Sérbýli
2019-05,0,110,38000000,"116,0",327586,Fjölbýli
2019-05,0,103,68900000,"106,7",645736,Fjölbýli
2019-04,0,107,44500000,"96,2",462578,Fjölbýli
2019-05,1000,200,60200000,"165,8",363088,Fjölbýli
2019-05,1300,210,55900000,"101,9",548577,Fjölbýli
2019-05,0,101,40800000,"67,5",604444,Fjölbýli
2019-04,1000,200,32200000,"76,0",423684,Fjölbýli
2019-05,0,112,49900000,"119,6",417224,Fjölbýli
2019-05,6000,603,62500000,"203,4",307276,Einbýli
2019-05,6000,603,78000000,"205,9",378825,Einbýli
2019-05,1000,200,49000000,"135,0",362963,Fjölbýli
2019-05,0,108,48500000,"93,0",521505,Fjölbýli
2019-05,1300,210,46400000,"91,9",504897,Fjölbýli
2019-05,1300,210,37500000,"90,8",412996,Fjölbýli
2019-05,0,110,23330000,"35,0",666571,Fjölbýli
2019-05,0,109,33900000,"100,3",337986,Fjölbýli
2019-05,6710,680,16000000,"94,7",168955,Einbýli
2019-04,6000,630,10001000,"76,5",130732,Sérbýli
2019-05,8716,810,35000000,"86,5",404624,Sérbýli
2019-05,2300,240,35000000,"183,9",190321,Einbýli
2019-05,2000,230,24000000,"70,2",341880,Fjölbýli
2019-05,0,112,74000000,"184,6",400867,Sérbýli
2019-05,8613,860,49000000,"186,0",263441,Einbýli
2019-04,2000,260,38500000,"113,3",339806,Fjölbýli
2019-04,2000,260,34500000,"92,3",373781,Fjölbýli
2019-04,2000,260,19900000,"48,0",414583,Fjölbýli
2019-05,0,109,26300000,"41,2",638350,Fjölbýli
2019-05,1400,220,45500000,"82,3",552855,Fjölbýli
2019-05,1000,200,100000000,"249,2",401284,Sérbýli
2019-05,0,105,36900000,"75,5",488742,Fjölbýli
2019-04,0,110,41000000,"125,0",328000,Fjölbýli
2019-04,0,104,46600000,"120,2",387687,Fjölbýli
2019-04,0,104,58500000,"118,6",493255,Fjölbýli
2019-05,1604,270,84800000,"199,4",425276,Sérbýli
2019-05,0,105,61500000,"117,9",521628,Fjölbýli
2019-04,0,111,36000000,"100,8",357143,Fjölbýli
2019-05,1000,203,45400000,"98,0",463265,Fjölbýli
2019-04,0,104,100000000,"323,4",309215,Einbýli
2019-04,1606,276,42500000,"104,8",405534,Einbýli
2019-05,4803,420,18000000,"131,9",136467,Einbýli
2019-05,6000,600,30300000,"88,8",341216,Einbýli
2019-05,6100,640,42900000,"148,7",288500,Einbýli
2019-05,6100,640,34700000,"125,7",276054,Fjölbýli
2019-05,2510,245,21000000,"77,1",272374,Fjölbýli
2019-05,2000,230,31000000,"84,0",369048,Fjölbýli
2019-05,2000,230,47500000,"133,8",355007,Sérbýli
2019-05,2000,230,54000000,"187,9",287387,Einbýli
2019-03,0,111,29900000,"74,7",400268,Fjölbýli
2019-04,1300,210,83000000,"182,5",454795,Einbýli
2019-05,1000,200,72500000,"128,4",564642,Fjölbýli
2019-05,1000,200,38000000,"82,3",461725,Fjölbýli
2019-05,1000,203,52500000,"115,5",454545,Fjölbýli
2019-03,8401,780,36000000,"164,9",218314,Einbýli
2019-05,1000,203,53300000,"121,9",437244,Fjölbýli
2019-05,1604,270,40000000,"109,6",364964,Fjölbýli
2019-05,1604,270,61000000,"130,6",467075,Sérbýli
2019-05,1000,201,40000000,"74,8",534759,Fjölbýli
2019-04,1000,200,27100000,"51,5",526214,Fjölbýli
2019-04,0,105,42800000,"96,9",441692,Fjölbýli
2019-05,0,111,33900000,"83,5",405988,Fjölbýli
2019-05,0,103,38900000,"56,5",688496,Fjölbýli
2019-05,1400,220,52000000,"116,1",447890,Fjölbýli
2019-05,0,105,28750000,"47,6",603992,Fjölbýli
2019-05,0,113,45500000,"108,6",418969,Fjölbýli
2019-05,0,113,55400000,"147,1",376615,Fjölbýli
2019-05,0,112,68500000,"158,5",432177,Sérbýli
2019-05,0,112,41500000,"85,2",487089,Fjölbýli
2019-05,0,113,43500000,"102,7",423564,Fjölbýli
2019-05,4200,400,10000000,"48,2",207469,Fjölbýli
2019-05,5613,546,10000000,"147,7",67705,Einbýli
2019-05,0,108,30500000,"52,5",580952,Fjölbýli
2019-05,1300,210,64500000,"115,1",560382,Fjölbýli
2019-04,0,101,34850000,"73,7",472863,Fjölbýli
2019-05,1400,220,23300000,"44,9",518931,Fjölbýli
2019-05,3609,310,28500000,"97,7",291709,Fjölbýli
2019-05,3000,300,75000000,"236,0",317797,Einbýli
2019-05,8000,900,47500000,"121,0",392562,Fjölbýli
2019-05,0,104,49500000,"90,0",550000,Fjölbýli
2019-05,0,101,35500000,"57,2",620629,Fjölbýli
2019-05,1000,203,44000000,"95,8",459290,Fjölbýli
2019-05,1000,203,61500000,"129,9",473441,Fjölbýli
2019-05,6400,620,21000000,"143,3",146546,Fjölbýli
2019-05,6000,603,25000000,"94,7",263992,Fjölbýli
2019-05,6000,600,36700000,"106,1",345900,Sérbýli
2019-05,6000,600,25500000,"76,3",334207,Fjölbýli
2019-05,1400,220,49000000,"141,6",346045,Fjölbýli
2019-05,1000,203,45500000,"82,1",554202,Fjölbýli
2019-05,1604,270,48500000,"121,5",399177,Fjölbýli
2019-05,1300,210,46900000,"89,0",526966,Fjölbýli
2019-05,8200,800,44700000,"142,2",314346,Sérbýli
2019-05,8200,800,26900000,"62,7",429027,Fjölbýli
2019-05,8401,780,20100000,"70,2",286325,Fjölbýli
2019-05,8200,800,34500000,"96,2",358628,Fjölbýli
2019-05,2510,245,37500000,"157,2",238550,Einbýli
2019-05,2000,260,36000000,"83,1",433213,Sérbýli
2019-05,8401,780,8400000,"61,3",137031,Fjölbýli
2019-04,8717,815,25000000,"122,1",204750,Fjölbýli
2019-04,8717,815,35000000,"154,3",226831,Fjölbýli
2019-04,8200,800,35000000,"211,6",165406,Einbýli
2019-05,1400,220,38500000,"115,9",332183,Fjölbýli
2019-05,0,101,35900000,"68,6",523324,Fjölbýli
2019-05,0,111,27500000,"64,2",428349,Fjölbýli
2019-05,0,112,41000000,"106,9",383536,Fjölbýli
2019-05,8200,800,62000000,"214,9",288506,Einbýli
2019-05,8200,800,50500000,"163,0",309816,Einbýli
2019-05,8613,861,49500000,"103,3",479187,Einbýli
2019-05,8000,900,16000000,"87,2",183486,Fjölbýli
2019-05,0,109,62000000,"123,6",501618,Fjölbýli
2019-05,1400,220,38400000,"101,8",377210,Fjölbýli
2019-05,3000,300,60400000,"151,0",400000,Sérbýli
2019-05,3000,300,66900000,"166,0",403012,Sérbýli
2019-02,6000,600,31500000,"101,0",311881,Fjölbýli
2019-05,6000,600,16425000,"36,5",450000,Fjölbýli
2019-05,6000,600,56500000,"356,5",158485,Sérbýli
2019-05,6000,600,18750000,"45,0",416667,Fjölbýli
2019-05,1000,203,46250000,"84,8",545401,Fjölbýli
2019-05,1604,270,38000000,"78,9",481622,Sérbýli
2019-05,1300,210,49000000,"89,6",546875,Fjölbýli
2019-05,7300,750,36000000,"304,6",118188,Einbýli
2019-04,0,101,29900000,"49,2",607724,Fjölbýli
2019-05,1000,201,49500000,"105,8",467864,Fjölbýli
2019-05,1000,201,92500000,"206,0",449029,Einbýli
2019-05,1400,221,83000000,"229,9",361027,Einbýli
2019-04,1000,203,44500000,"82,2",541363,Fjölbýli
2019-05,1400,221,37000000,"86,0",430233,Fjölbýli
2019-05,0,105,36000000,"75,9",474308,Fjölbýli
2019-05,1000,201,51900000,"105,9",490085,Fjölbýli
2019-05,0,103,49500000,"82,0",603659,Fjölbýli
2019-05,0,101,24900000,"32,8",759146,Fjölbýli
2019-05,1400,221,43000000,"118,4",363176,Fjölbýli
2019-05,0,105,39900000,"86,1",463415,Fjölbýli
2019-05,0,109,34900000,"68,9",506531,Fjölbýli
2019-05,1000,200,64000000,"99,9",640641,Fjölbýli
2019-05,0,101,31000000,"65,2",475460,Fjölbýli
2019-05,0,108,39300000,"81,3",483395,Fjölbýli
2019-04,0,104,66300000,"119,8",553422,Sérbýli
2019-05,1400,221,71600000,"180,5",396676,Einbýli
2019-05,5716,550,15000000,"74,0",202703,Fjölbýli
2019-04,6000,600,48888000,"297,1",164551,Einbýli
2019-05,6513,605,11000000,"98,0",112245,Fjölbýli
2019-05,6250,580,17500000,"131,9",132676,Einbýli
2019-05,7300,735,18000000,"107,2",167910,Fjölbýli
2019-05,7300,750,29800000,"158,0",188608,Einbýli
2019-05,8401,780,38000000,"163,2",232843,Einbýli
2019-05,2000,230,22500000,"68,0",330882,Fjölbýli
2019-05,2000,230,31000000,"83,7",370370,Fjölbýli
2019-05,2000,230,38000000,"193,8",196078,Einbýli
2019-05,1000,200,52500000,"166,9",314560,Fjölbýli
2019-05,0,112,39900000,"82,1",485993,Fjölbýli
2019-05,0,110,42500000,"90,8",468062,Fjölbýli
2019-05,6250,580,23000000,"171,5",134111,Fjölbýli
2019-05,2000,260,34500000,"90,4",381637,Fjölbýli
2019-05,0,111,34900000,"74,7",467202,Fjölbýli
2019-05,0,107,30900000,"77,7",397683,Fjölbýli
2019-04,4200,400,20500000,"100,4",204183,Fjölbýli
2019-05,0,108,33500000,"59,6",562081,Fjölbýli
2019-05,0,109,34500000,"99,9",345345,Fjölbýli
2019-05,0,101,22300000,"43,4",513825,Fjölbýli
2019-05,0,111,26400000,"68,9",383164,Fjölbýli
2019-05,0,107,48500000,"108,0",449074,Fjölbýli
2019-05,0,110,29000000,"58,8",493197,Fjölbýli
2019-05,1400,221,44800000,"110,6",405063,Fjölbýli
2019-05,0,104,37400000,"60,7",616145,Fjölbýli
2019-05,1000,201,51000000,"131,6",387538,Fjölbýli
2019-05,0,105,31100000,"48,1",646570,Fjölbýli
2019-05,1604,270,49000000,"109,7",446673,Fjölbýli
2019-05,5716,550,45000000,"169,2",265957,Einbýli
2019-05,6250,625,6500000,"102,4",63477,Einbýli
2019-05,8717,815,35900000,"147,4",243555,Einbýli
2019-05,1604,270,82000000,"215,7",380158,Sérbýli
2019-05,6000,600,39500000,"144,8",272790,Einbýli
2019-04,2000,230,28500000,"91,0",313187,Fjölbýli
2019-05,0,104,41500000,"99,1",418769,Fjölbýli
2019-05,3000,300,30500000,"107,5",283721,Fjölbýli
2019-05,3000,300,34500000,"91,8",375817,Fjölbýli
2019-05,0,108,67000000,"162,0",413580,Fjölbýli
2019-05,1000,201,85200000,"196,0",434694,Einbýli
2019-05,5508,530,17500000,"60,9",287356,Fjölbýli
2019-05,0,103,67350000,"104,2",646353,Fjölbýli
2019-05,0,111,33300000,"104,3",319271,Fjölbýli
2019-05,0,112,41900000,"95,7",437827,Fjölbýli
2019-05,1000,203,43300000,"104,6",413958,Fjölbýli
2019-05,0,101,27500000,"50,6",543478,Fjölbýli
2019-05,0,112,38000000,"103,1",368574,Fjölbýli
2019-05,0,108,35000000,"71,0",492958,Fjölbýli
2019-05,0,113,34500000,"69,5",496403,Fjölbýli
2019-05,1300,210,57000000,"106,7",534208,Fjölbýli
2019-05,0,105,94000000,"197,8",475228,Fjölbýli
2019-05,1000,203,49000000,"112,2",436720,Fjölbýli
2019-05,4200,400,19500000,"120,1",162365,Einbýli
2019-05,6000,603,31000000,"78,2",396419,Fjölbýli
2019-05,6000,603,24500000,"65,0",376923,Fjölbýli
2019-05,1000,200,42000000,"97,0",432990,Fjölbýli
2019-05,1400,220,37000000,"93,0",397849,Fjölbýli
2019-05,4604,460,5100000,"61,7",82658,Fjölbýli
2019-05,0,110,84000000,"250,0",336000,Sérbýli
2019-05,0,110,33500000,"95,6",350418,Fjölbýli
2019-05,0,104,28100000,"48,1",584200,Fjölbýli
2019-05,8200,800,48000000,"153,5",312704,Einbýli
2019-05,0,112,46000000,"108,2",425139,Fjölbýli
2019-05,1400,220,29500000,"59,1",499154,Fjölbýli
2019-02,4604,450,10500000,"65,4",160550,Fjölbýli
2019-04,0,103,49000000,"169,7",288745,Fjölbýli
2019-05,0,109,27900000,"80,2",347880,Fjölbýli
2019-05,1300,210,53400000,"108,1",493987,Fjölbýli
2019-05,1000,201,45000000,"125,6",358280,Fjölbýli
2019-05,0,104,71000000,"170,3",416911,Sérbýli
2019-05,0,109,31200000,"78,9",395437,Fjölbýli
2019-05,4200,400,17500000,"76,1",229961,Fjölbýli
2019-05,4803,420,25500000,"173,0",147399,Einbýli
2019-05,8200,800,41700000,"114,9",362924,Fjölbýli
2019-05,8614,850,24600000,"80,5",305590,Sérbýli
2019-05,8200,800,45500000,"193,9",234657,Einbýli
2019-05,8200,800,42000000,"149,6",280749,Sérbýli
2019-05,8200,800,45900000,"154,5",297087,Sérbýli
2019-05,3609,310,19850000,"86,7",228950,Fjölbýli
2019-05,8200,800,38600000,"122,0",316393,Fjölbýli
2019-05,2000,260,29900000,"74,3",402423,Fjölbýli
2019-05,0,110,29900000,"57,3",521815,Fjölbýli
2019-05,7400,700,18400000,"82,8",222222,Fjölbýli
2019-05,2000,230,23500000,"72,9",322359,Fjölbýli
2019-05,2000,230,45800000,"166,8",274580,Einbýli
2019-05,5609,545,11500000,"142,2",80872,Fjölbýli
2019-05,7300,750,38500000,"263,9",145889,Einbýli
2019-05,0,112,35500000,"76,9",461638,Fjölbýli
2019-05,1400,221,38300000,"82,0",467073,Fjölbýli
2019-05,0,109,36000000,"95,1",378549,Fjölbýli
2019-05,0,110,40400000,"108,3",373038,Fjölbýli
2019-05,1000,200,31500000,"78,4",401786,Fjölbýli
2019-05,0,105,43000000,"107,9",398517,Fjölbýli
2019-05,0,103,59800000,"107,0",558879,Fjölbýli
2019-05,0,111,30000000,"78,0",384615,Fjölbýli
2019-05,8200,800,53500000,"201,9",264983,Einbýli
2019-05,0,105,32500000,"43,5",747126,Fjölbýli
2019-05,0,101,105300000,"224,1",469880,Einbýli
2019-05,6000,603,30000000,"110,4",271739,Fjölbýli
2019-05,1604,270,35500000,"63,9",555556,Fjölbýli
2019-05,1604,270,71900000,"190,0",378421,Sérbýli
2019-05,1000,203,63900000,"134,7",474388,Fjölbýli
2019-05,1300,210,67000000,"191,4",350052,Fjölbýli
2019-04,0,101,61000000,"128,2",475819,Fjölbýli
2019-05,6000,600,30600000,"103,6",295367,Fjölbýli
2019-05,2000,260,37000000,"113,3",326567,Fjölbýli
2019-05,2000,260,32520000,"81,3",400000,Fjölbýli
2019-05,2000,260,44900000,"117,0",383761,Sérbýli
2019-05,2000,262,26900000,"94,9",283456,Fjölbýli
2019-05,2000,230,18200000,"70,3",258890,Fjölbýli
2019-05,0,109,34500000,"89,4",385906,Fjölbýli
2019-05,0,111,32000000,"62,1",515298,Fjölbýli
2019-05,0,109,30000000,"102,3",293255,Fjölbýli
2019-05,1000,200,83000000,"204,2",406464,Einbýli
2019-05,0,101,31000000,"58,2",532646,Fjölbýli
2019-05,1000,201,49000000,"100,3",488534,Fjölbýli
2019-05,0,113,32200000,"73,9",435724,Fjölbýli
2019-05,0,103,41200000,"62,6",658147,Fjölbýli
2019-05,3000,300,49000000,"108,7",450782,Fjölbýli
2019-05,3000,300,63000000,"147,5",427119,Sérbýli
2019-05,1100,170,68000000,"133,2",510511,Fjölbýli
2019-05,1100,170,90000000,"221,0",407240,Sérbýli
2019-05,1300,210,70300000,"154,7",454428,Fjölbýli
2019-05,0,112,36900000,"85,8",430070,Fjölbýli
2019-05,0,113,59900000,"150,1",399067,Fjölbýli
2019-05,0,112,33500000,"83,5",401198,Fjölbýli
2019-05,0,113,83750000,"201,3",416046,Fjölbýli
2019-05,3000,300,50700000,"159,6",317669,Sérbýli
2019-05,3000,300,58000000,"172,3",336622,Einbýli
2019-05,3000,300,48000000,"213,4",224930,Einbýli
2019-05,3000,300,38000000,"172,6",220162,Fjölbýli
2019-05,1300,210,60500000,"128,5",470817,Fjölbýli
2019-05,1400,221,51800000,"119,3",434199,Fjölbýli
2019-05,0,110,46500000,"108,5",428571,Fjölbýli
2019-05,1300,210,84000000,"200,4",419162,Sérbýli
2019-05,0,111,32500000,"85,8",378788,Fjölbýli
2019-05,0,105,69800000,"147,7",472580,Fjölbýli
2019-02,1300,210,62900000,"108,5",579724,Fjölbýli
2019-05,3000,300,50000000,"178,6",279955,Einbýli
2019-05,4200,400,43000000,"187,7",229089,Einbýli
2019-05,1400,220,37500000,"63,9",586854,Fjölbýli
2019-05,1400,220,44500000,"125,7",354018,Fjölbýli
2019-05,0,105,36600000,"70,7",517680,Fjölbýli
2019-05,1100,170,53500000,"113,3",472198,Fjölbýli
2019-05,0,103,45000000,"112,7",399290,Fjölbýli
2019-05,0,111,33800000,"74,4",454301,Fjölbýli
2019-05,0,109,33000000,"94,2",350318,Fjölbýli
2019-05,0,105,56000000,"107,4",521415,Fjölbýli
2019-05,6000,600,81500000,"245,6",331840,Einbýli
2019-05,6000,600,54400000,"133,3",408102,Sérbýli
2019-05,6710,680,23000000,"233,8",98375,Einbýli
2019-05,6100,640,34850000,"141,0",247163,Sérbýli
2019-05,7300,730,18200000,"90,7",200662,Fjölbýli
2019-05,7300,740,25800000,"129,8",198767,Einbýli
2019-05,2000,260,26000000,"92,0",282609,Fjölbýli
2019-05,1400,220,63500000,"154,8",410207,Fjölbýli
2019-05,1000,201,59000000,"146,1",403833,Fjölbýli
2019-05,0,103,73500000,"203,5",361179,Sérbýli
2019-05,0,103,55900000,"105,7",528855,Fjölbýli
2019-05,0,108,80000000,"228,7",349803,Sérbýli
2019-05,1300,210,41400000,"72,8",568681,Fjölbýli
2019-05,8200,800,45000000,"212,0",212264,Sérbýli
2018-08,1300,210,59900000,"98,8",606275,Fjölbýli
2019-05,0,107,74000000,"148,2",499325,Fjölbýli
2019-05,0,105,38200000,"72,6",526171,Fjölbýli
2019-05,0,111,56200000,"148,1",379473,Sérbýli
2019-05,1000,200,37000000,"80,6",459057,Fjölbýli
2019-05,1400,220,34500000,"70,2",491453,Fjölbýli
2019-05,1400,221,38500000,"82,5",466667,Fjölbýli
2019-05,0,101,28500000,"57,7",493934,Fjölbýli
2019-05,1604,270,53000000,"133,1",398197,Fjölbýli
2019-05,0,107,34500000,"67,3",512630,Fjölbýli
2019-05,1000,201,55000000,"149,4",368139,Fjölbýli
2019-05,0,105,39000000,"102,4",380859,Fjölbýli
2019-05,1000,200,59250000,"162,3",365065,Sérbýli
2019-05,0,112,46500000,"105,9",439093,Fjölbýli
2019-05,1000,200,41700000,"100,1",416583,Fjölbýli
2019-05,0,111,57500000,"160,8",357587,Sérbýli
2019-05,1000,203,50000000,"128,5",389105,Fjölbýli
2019-05,0,112,29700000,"64,4",461180,Fjölbýli
2019-05,0,112,37500000,"92,2",406725,Fjölbýli
2019-05,6250,625,22000000,"142,3",154603,Sérbýli
2019-05,6601,606,29000000,"82,5",351515,Fjölbýli
2019-04,7300,735,43500000,"202,0",215347,Einbýli
2019-05,5716,550,36300000,"127,5",284706,Einbýli
2019-05,5716,550,32500000,"129,5",250965,Sérbýli
2019-05,8401,780,37000000,"165,8",223160,Einbýli
2019-05,1604,270,39900000,"82,0",486585,Fjölbýli
2019-05,0,109,46000000,"129,8",354391,Fjölbýli
2019-05,1300,210,86500000,"201,4",429494,Sérbýli
2019-05,1300,210,90000000,"173,0",520231,Fjölbýli
2019-05,1300,210,63900000,"122,5",521633,Fjölbýli
2019-05,1000,200,37400000,"72,8",513736,Fjölbýli
2019-05,0,103,54500000,"133,1",409467,Fjölbýli
2019-05,2510,245,37240000,"91,3",407886,Sérbýli
2019-05,1300,210,53900000,"98,2",548880,Fjölbýli
2019-05,0,111,34000000,"93,5",363636,Fjölbýli
2019-05,1400,221,39900000,"93,6",426282,Fjölbýli
2019-05,1000,200,35600000,"63,3",562401,Fjölbýli
2019-05,0,110,65000000,"177,3",366610,Fjölbýli
2019-05,1000,201,48750000,"98,9",492922,Fjölbýli
2019-05,1000,201,39900000,"63,4",629338,Fjölbýli
2019-05,0,109,32000000,"90,7",352811,Fjölbýli
2019-05,0,112,44250000,"107,7",410864,Fjölbýli
2019-05,0,101,67000000,"91,4",733042,Fjölbýli
2019-05,0,101,30700000,"72,3",424620,Fjölbýli
2019-05,1604,270,48900000,"107,6",454461,Fjölbýli
2019-05,0,101,37500000,"72,8",515110,Fjölbýli
2019-05,8717,815,29500000,"105,9",278565,Sérbýli
2019-05,8716,810,32000000,"91,2",350877,Sérbýli
2019-05,8200,800,33200000,"80,0",415000,Sérbýli
2019-05,0,103,28900000,"35,7",809524,Fjölbýli
2019-05,1400,220,47000000,"98,5",477157,Fjölbýli
2019-05,1400,221,37000000,"87,7",421893,Fjölbýli
2019-05,1300,210,76000000,"215,2",353160,Einbýli
2019-05,1100,170,97000000,"269,4",360059,Einbýli
2019-05,0,113,75500000,"196,0",385204,Sérbýli
2019-05,1300,225,89000000,"204,0",436275,Einbýli
2019-05,0,112,38500000,"80,9",475896,Fjölbýli
2019-05,1000,200,41500000,"97,4",426078,Fjölbýli
2019-05,0,105,38000000,"78,7",482846,Fjölbýli
2019-05,0,112,83000000,"197,1",421106,Einbýli
2019-05,3000,300,39000000,"176,6",220838,Fjölbýli
2019-05,6000,600,34500000,"92,7",372168,Fjölbýli
2019-05,6000,600,27500000,"76,7",358540,Fjölbýli
2019-05,6000,603,38000000,"153,0",248366,Einbýli
2019-05,6000,600,44000000,"225,8",194863,Fjölbýli
2019-05,6000,600,22500000,"70,2",320513,Fjölbýli
2019-05,7502,690,16000000,"255,7",62573,Einbýli
2019-05,7400,700,49500000,"237,7",208246,Einbýli
2019-05,2000,260,28200000,"89,0",316854,Fjölbýli
2019-05,2000,262,26900000,"89,3",301232,Fjölbýli
2019-05,2000,262,27500000,"94,9",289779,Fjölbýli
2019-05,2000,262,29500000,"123,6",238673,Fjölbýli
2019-05,2000,260,29900000,"74,3",402423,Fjölbýli
2019-05,2000,260,29900000,"74,3",402423,Fjölbýli
2019-05,2000,260,32900000,"83,1",395909,Sérbýli
2019-05,2000,230,25000000,"89,2",280269,Fjölbýli
2019-04,2000,260,31900000,"83,0",384337,Fjölbýli
2019-05,2000,260,36500000,"90,2",404656,Fjölbýli
2019-05,0,105,32000000,"59,1",541455,Fjölbýli
2019-05,0,105,39000000,"63,7",612245,Fjölbýli
2019-05,1000,201,60000000,"132,8",451807,Fjölbýli
2019-05,0,101,43750000,"91,5",478142,Fjölbýli
2019-03,1000,201,76500000,"256,5",298246,Fjölbýli
2019-05,0,101,54000000,"102,0",529412,Fjölbýli
2019-05,0,108,31450000,"80,4",391169,Fjölbýli
2019-05,1000,203,48000000,"115,5",415584,Fjölbýli
2019-05,0,116,48500000,"146,8",330381,Sérbýli
2019-05,3000,300,41000000,"163,4",250918,Einbýli
2019-05,0,110,37500000,"91,3",410734,Fjölbýli
2019-05,0,113,52000000,"137,6",377907,Fjölbýli
2019-05,0,112,41500000,"101,0",410891,Fjölbýli
2019-04,3609,311,8000000,"201,1",39781,Einbýli
2019-05,1000,200,50500000,"91,5",551913,Fjölbýli
2019-05,1604,270,57500000,"128,9",446082,Fjölbýli
2019-05,0,108,52250000,"138,6",376984,Fjölbýli
2019-05,1300,210,45400000,"104,0",436538,Fjölbýli
2019-05,0,111,36000000,"94,9",379347,Fjölbýli
2019-05,6000,600,58100000,"190,1",305629,Einbýli
2019-05,8401,780,29000000,"107,7",269266,Sérbýli
2019-05,2000,230,51500000,"192,3",267811,Einbýli
2019-05,0,110,28700000,"60,8",472039,Fjölbýli
2019-05,0,109,28900000,"80,2",360349,Fjölbýli
2019-05,2000,260,29900000,"74,3",402423,Fjölbýli
2019-05,2000,230,25500000,"75,6",337302,Fjölbýli
2019-05,0,112,45500000,"104,4",435824,Fjölbýli
2019-05,0,104,41200000,"95,6",430962,Fjölbýli
2019-04,1000,201,35200000,"66,9",526158,Fjölbýli
2019-05,4200,470,7900000,"123,6",63916,Fjölbýli
2019-05,1604,270,63000000,"132,1",476911,Einbýli
2019-05,0,101,40500000,"63,0",642857,Fjölbýli
2019-05,0,110,40800000,"117,6",346939,Fjölbýli
2019-05,0,113,74300000,"202,5",366914,Sérbýli
2019-05,1300,210,55000000,"114,1",482033,Fjölbýli
2019-05,1400,220,35000000,"96,8",361570,Fjölbýli
2019-05,0,102,36000000,"65,8",547112,Fjölbýli
2019-05,1400,220,36900000,"91,9",401523,Fjölbýli
2019-05,0,108,46500000,"96,8",480372,Fjölbýli
2019-05,0,113,51000000,"120,5",423237,Fjölbýli
2019-05,0,108,34000000,"58,5",581197,Fjölbýli
