FAERSLUNUMER,FASTNUM,HEIMILISFANG,POSTNR,UTGDAG,KAUPVERD,FASTEIGNAMAT,FASTEIGNAMAT_GILDANDI,BYGGAR,EINFLM,FJHERB
710532,2088901,Heiðarhorn 1,230,2024-04-08,90500,92600,97300,1978,"209,8",4
710533,2087704,Freyjuvellir 17,230,2024-04-04,97000,85400,89750,1984,"183,5",4
710534,2517674,Njarðarvellir 8,260,2024-02-20,43500,25750,38700,2023,"57,2",1
710535,2182375,Ásavegur 7,900,2024-04-09,39000,43900,49500,1958,"176,9",3
710536,2358527,Bríetartún 11,105,2024-03-26,123500,101100,105100,2018,"154,5",3
710537,2057165,Jöklasel 21,109,2024-03-27,65000,64800,64150,1982,"111,2",2
710538,2524955,Áshamar 14,221,2024-03-20,62500,27150,60650,2023,"81,8",1
710539,2193793,Kirkjulækjarkot 13a,861,2024-04-08,35000,37150,42750,1948,"170,8",6
710540,2051963,Asparfell 12,111,2024-03-26,45000,43400,43150,1974,"68,8",1
710541,2065348,Smiðjuvegur 34,200,2024-04-05,170000,167750,178600,1977,"671,9",
710542,2044810,Hraunbær 86,110,2024-03-27,47000,47450,47850,1967,"73,5",2
710543,2514354,Katlahraun 16,815,2024-04-08,73000,65800,65600,2021,"135,6",2
710544,2210567,Kambahraun 10,810,2024-04-02,84500,72950,75300,1969,"160,5",3
710545,2089568,Kirkjuvegur 1,230,2024-04-03,53900,48200,52900,1991,"108,4",2
710546,2504364,Hraunbær 103B,110,2024-04-04,135000,97700,98500,2019,"161,6",2
710547,2263577,Selvogsbraut 3a,815,2024-04-05,60500,59150,59000,2003,"130,5",2
710548,2524359,Asparlaut 24,230,2024-03-26,86500,50300,75850,2023,"132,1",2
710549,2093516,Hlíðarvegur 42,260,2024-03-25,78500,61750,64200,1968,"145,0",4
710550,2300601,Langalína 2,210,2024-04-05,104900,96850,96400,2008,"119,3",3
710551,2527706,Lambamýri 6,225,2024-04-03,93350,60800,77250,2024,"115,5",2
710552,2520138,Atlavík 13,800,2024-02-02,44000,38850,65250,2023,"100,3",3
710553,2524178,Súðarvogur 9B,104,2024-04-05,92900,59400,81550,2024,"105,7",3
710554,2221428,Stekkjarberg 2,221,2024-04-04,54500,47800,47750,1995,"61,9",1
710555,2150835,Steinahlíð 6A,603,2024-04-05,93000,80150,83850,1978,"193,0",4
710556,2149189,Móasíða 6D,603,2024-04-05,78300,78650,81900,1984,"176,2",6
710557,2090303,Skólavegur 26,230,2024-04-08,63500,64300,67550,1953,"160,0",4
710558,2516461,Gæfutjörn 6,113,2024-04-04,78500,70500,77250,2024,"105,8",3
710559,2312186,Seljudalur 9,260,2024-03-25,100500,101750,106000,2018,"200,2",4
710560,2518677,Brúarfljót 26-28,270,2024-03-21,10500,10300,10600,2022,"25,6",
710561,2369378,Tangabryggja 13,110,2024-04-03,67500,65350,66800,2019,"87,9",2
710562,2517224,Nónsmári 11,201,2024-04-04,129900,97000,110750,2022,"170,6",4
710563,2526359,Borgahella 17D,221,2024-04-04,31000,19500,20700,2022,"60,0",
710564,2020845,Njörvasund 17,104,2024-03-27,36000,28800,29750,1956,"33,0",1
710565,2527688,Lambamýri 5,225,2024-04-03,89900,73200,78900,2024,"116,4",2
710566,2527646,Lambamýri 2,225,2024-04-03,74900,45950,65600,2023,"88,6",3
710567,2006856,Óðinsgata 10,101,2024-04-04,127500,110100,115700,1906,"188,7",3
710568,2071003,Kirkjulundur 8,210,2024-03-27,77000,69650,69950,1990,"96,5",2
710569,2527864,Áshamar 48,221,2024-04-03,64900,27300,58900,    ,"80,5",2
710570,2034948,Hæðargarður 11A,108,2024-04-04,65500,60750,62800,1977,"81,6",2
710571,2049861,Spóahólar 6,111,2024-03-22,57300,55800,55450,1978,"94,6",3
710572,2051140,Klapparberg 17,111,2024-04-04,120000,115900,122900,1983,"254,2",4
710573,2505183,Naustavör 44,200,2024-03-07,2000,119350,124000,2021,"246,2",3
710573,2505194,Naustavör 44,200,2024-03-07,2000,85700,82250,2021,"246,2",1
710574,2079669,Suðurbraut 24,220,2024-03-25,56100,51750,52500,1989,"81,3",2
710575,2010406,Grettisgata 90,105,2024-04-04,88250,84950,89650,1949,"133,5",5
710576,2519802,Geislaskarð 6,221,2024-03-27,85800,83300,84250,2021,"129,7",3
710577,2050853,Vesturberg 4,111,2024-04-04,66000,57650,57300,1972,"106,4",3
710578,2229268,Perlugata 11,600,2024-04-08,51360,25404,26844,1996,"342,4",
710579,2149141,Mýrarvegur /Kaupangur,600,2024-04-04,40900,27250,29550,1973,"163,6",
710580,2352065,Desjamýri 7,270,2024-04-03,21000,16100,16600,2015,"42,0",
710581,2521981,Uglugata 44A,270,2024-03-06,88900,78400,78400,2023,"121,8",2
710582,2045206,Hraunbær 160,110,2024-04-04,41800,36750,37050,1968,"48,4",1
710583,2027096,Reynimelur 35,107,2024-04-04,131000,111400,114950,1939,"181,6",3
710584,2304347,Koparslétta 9,162,2024-04-04,43000,24500,26100,2008,"128,1",
710585,2500074,Holtsvegur 4,210,2024-03-27,74000,70200,75250,2017,"87,5",1
710586,2051405,Austurberg 16,111,2024-03-27,69000,69250,69100,1975,"141,1",4
710587,2504067,Bæjarlind 5,201,2024-03-27,62500,54950,55300,2019,"64,6",1
710588,2516233,Hafnarbraut 8,200,2024-03-26,101000,84150,88450,2024,"116,2",3
710589,2047937,Maríubakki 10,109,2024-03-26,59500,56800,58400,1969,"102,5",2
710590,2521979,Uglugata 42A,270,2024-04-04,91000,79850,79900,2023,"125,3",3
710591,2046991,Þangbakki 10,109,2024-04-03,59250,53850,54450,1979,"81,8",2
710593,2274947,Eyrarflöt 3,300,2024-03-26,82400,79750,81150,2006,"133,9",2
710594,2103695,Hjarðartún 10,355,2024-04-02,17500,20300,22250,1963,"162,0",4
710595,2103694,Hjarðartún 10,355,2024-04-02,12000,6310,15300,1963,"83,5",5
710596,2104548,Eyrarskógur 43,301,2024-03-19,11000,9160,10050,1991,"17,7",
710597,2313513,Asparskógar 4,300,2024-03-27,41300,38900,42000,2009,"63,9",1
710598,2278604,Eyrarflöt 4,300,2024-03-27,59000,50300,54050,2005,"102,7",2
710599,2226110,Steinsstaðir Messuklöpp,561,2024-03-18,22700,14900,17550,1994,"39,5",
710600,2095529,Heiðarbraut 7,250,2024-04-09,58000,49150,54350,1971,"155,2",3
710601,2029713,Eskihlíð 6B,105,2024-03-18,29000,66000,67400,1956,"89,0",3
710602,2368151,Lyngholt 15,190,2024-04-04,88000,78950,86700,2022,"170,5",3
710603,2520256,Silfursmári 2,201,2024-03-25,89900,61200,86700,2023,"114,3",2
710604,2100703,Skarðsbraut 1,300,2024-04-05,48500,46800,50350,1977,"113,1",4
710605,2257240,Austurtún 18,510,2024-03-19,35500,33950,37050,2002,"178,0",3
710606,2520141,Aðalvík 1,800,2024-04-02,105800,51450,86450,2023,"155,0",3
710607,2519026,Engjavík 30,800,2024-04-04,61900,59000,99050,2023,"190,8",4
710608,2032235,Hvassaleiti 58,103,2024-03-07,83000,75850,77750,1985,"112,3",2
710609,2026654,Sörlaskjól 60,107,2024-03-27,58000,53200,56450,1956,"70,2",1
710610,2039229,Fróðengi 18,112,2024-04-05,60500,64600,65550,1992,"102,5",2
710611,2053917,Árskógar 6,109,2024-03-22,79990,69600,68300,1992,"93,6",2
710612,2008765,Leifsgata 23,101,2024-04-03,52000,48700,48000,1937,"55,4",1
710613,2340423,Akurhólar 4,800,2024-03-27,47500,44450,47250,2017,"77,4",1
710614,2178697,Randversstaðir,761,2024-02-28,57000,29551,32860,    ,"908,2",
710615,2225114,Álfabyggð 2,420,2024-03-28,39500,36150,36250,1996,"212,8",4
710616,2147060,Hamarstígur 12,600,2024-04-05,65500,68550,73100,1942,"223,9",4
710617,2525618,Dvergaholt 9,603,2024-04-09,48500,29000,39900,2023,"60,6",1
710618,2525603,Dvergaholt 7,603,2024-04-08,59900,48600,48500,2023,"82,3",2
710619,2315333,Traustatún 9,840,2024-03-22,60000,61050,63500,2008,"151,7",1
710620,2524531,Smiðjuvellir 86,230,2024-04-09,16200,9930,10800,2023,"38,0",
710621,2121505,Miðstræti 6,415,2024-03-30,5000,20550,22650,1908,"92,8",4
710622,2528900,Skerjabraut 13,245,2024-04-05,70000,60450,67050,2023,"145,0",3
710623,2522474,Snorrabraut 62,105,2024-03-25,59900,54100,53150,2023,"54,4",1
710624,2088968,Heiðarhvammur 5,230,2024-04-04,36000,32050,35250,1979,"62,4",1
710625,2253102,Réttarheiði 5,810,2024-04-05,75800,77400,79600,2004,"148,8",3
710626,2361112,Dynskógar 13,810,2024-04-05,114000,108600,112000,2018,"204,7",4
710627,2263049,Langamýri 13,800,2024-04-08,73400,75250,76400,2002,"154,3",3
710628,2343393,Pálsbúð 15,815,2024-04-02,87600,82350,82300,2018,"183,7",4
710630,2366476,Vefarastræti 44,270,2024-04-04,62500,56900,56750,2018,"69,8",2
710631,2064430,Dalbrekka 23,200,2024-04-05,75950,75950,75750,1984,"115,2",3
710632,2010832,Rauðarárstígur 28,105,2024-04-05,59500,46400,50750,1949,"62,2",2
710633,2516438,Skyggnisbraut 7,113,2024-04-04,71500,61800,64950,2023,"85,1",2
710634,2266475,Hraunbær 109A,110,2024-04-05,51300,47450,47650,2004,"62,0",1
710635,2065718,Túnbrekka 2,200,2024-04-05,96500,90450,90600,1970,"165,8",3
710636,2361471,Gerplustræti 13,270,2024-04-05,88900,85600,85650,2018,"134,8",3
710637,2361175,Vefarastræti 12,270,2024-04-05,68000,65450,65300,2017,"86,8",2
710638,2148787,Lindasíða 2,603,2024-03-25,37000,38350,38200,1992,"69,3",1
710639,2145132,Byggðavegur 101C,600,2024-04-03,77000,56700,63900,1959,"140,7",4
710640,2002517,Ásvallagata 49,101,2024-04-02,53300,47800,49200,1935,"57,0",1
710641,2330565,Selhella 2,221,2024-04-02,155000,57450,60150,    ,"1490,4",
710642,2014911,Háaleitisbraut 39,108,2024-04-03,55000,53350,54900,1965,"77,0",2
710643,2007308,Bergstaðastræti 46,101,2024-04-05,39700,40900,40350,1940,"42,9",0
710644,2512662,Hlíðarfótur 21,102,2024-04-05,134900,108450,114300,2022,"161,9",3
710645,2520804,Sunnusmári 13,201,2024-04-05,103900,97900,102100,2024,"141,4",3
710646,2239584,Gautavík 34,112,2024-03-21,84900,75000,76350,1999,"120,5",3
710647,2101573,Kirkjubraut 48,300,2024-04-08,83000,84550,87000,1925,"255,3",3
710648,2167096,Ásgata 17,675,2024-04-09,11000,11850,12250,1957,"172,5",5
710649,2506314,Asparskógar 29,300,2024-04-10,76900,63100,67650,2018,"126,5",3
710650,2156890,Eyrarbakki,604,2024-04-05,11000,11315,13852,    ,"31692,3",
710651,2093268,Gónhóll 10,260,2024-04-10,79000,71800,79650,1992,"161,9",3
710652,2060873,Furugrund 70,200,2024-04-05,56000,54000,53750,1979,"72,8",2
710653,2071341,Lindarflöt 16,210,2024-03-12,157000,136650,145850,1967,"214,6",4
710654,2502278,Trönudalur 7,260,2024-04-08,26511,48850,52500,2019,"90,4",2
710655,2367256,Hólmbergsbraut 17N,230,2024-04-10,27800,22450,23650,2017,"78,4",
710656,2018131,Sæviðarsund 16,104,2024-04-02,152000,103950,113600,1967,"177,5",4
710657,2020218,Laugarásvegur 50,104,2024-04-03,215000,186950,196950,1968,"288,9",4
710658,2154363,Túngata 19,625,2024-04-09,35000,28300,32650,1975,"170,1",4
710659,2096583,Vogagerði 19,190,2024-03-27,81000,70850,78050,1977,"185,5",4
710660,2502619,Breiðuholt 12,190,2024-04-10,56900,49100,53750,2020,"84,4",2
710661,2280704,Suðurlandsbraut 62,108,2024-03-20,17517,67100,68100,2007,"87,6",2
710662,2033618,Heiðargerði 114,108,2024-02-13,55300,53900,55350,1957,"77,7",1
710663,2351039,Tannstaðabakki lóð 3,500,2024-04-10,60000,47050,51150,2015,"210,9",4
710664,2260115,Merkigil 2,603,2024-04-09,64000,58450,63950,2002,"90,1",2
710665,2511660,Bakkatún 20B,606,2024-04-09,81000,54150,60200,2022,"140,3",3
710666,2338605,Hringtún 48,620,2024-04-08,53500,23650,42000,2023,"91,0",2
710667,2079354,Stekkjarhvammur 26,220,2024-03-26,92450,100850,98450,1985,"179,6",3
710668,2169300,Melagata 10,740,2024-04-10,27000,18450,19750,1906,"52,2",2
710669,2186011,Fossheiði 48,800,2024-04-09,48000,41750,44200,1973,"99,0",2
710670,2525319,Eyrarvík 8,800,2024-04-08,54900,52900,72550,2023,"161,7",3
710671,2364423,Akurhólar 6,800,2024-04-10,44500,43100,45850,2017,"73,9",1
710672,2183626,Hásteinsvegur 39,900,2024-04-10,25000,34800,39500,1944,"114,2",2
710673,2049431,Krummahólar 4,111,2024-04-05,47000,43650,43450,1975,"66,6",1
710674,2322604,Efra-Sel lóð 2,846,2024-04-01,20000,43300,52550,2011,"107,5",2
710676,2521269,Breiðamýri 3,800,2024-04-09,22500,17350,19400,2023,"68,5",
710677,2038528,Leiðhamrar 35,112,2024-04-03,126000,125650,131000,1990,"207,0",4
710678,2079234,Sólvangsvegur 1,220,2024-04-04,71900,55850,56850,1992,"83,1",2
710679,2000900,Ránargata 46,101,2024-04-08,114500,98050,109250,1987,"168,3",3
710680,2282890,Helluvað 9,110,2024-03-22,66400,65550,65650,2007,"96,4",2
710682,2514601,Björkurstekkur 53,800,2024-04-05,92500,95500,97100,2022,"186,3",4
710683,2310188,Friggjarbrunnur 5,113,2024-04-05,73800,66200,69400,2011,"90,4",1
710684,2307790,Laxatunga 35,270,2024-04-08,138250,130350,130150,2022,"212,2",4
710685,2364011,Lundur 13,200,2024-04-08,106750,95800,96500,2018,"111,1",2
710686,2036554,Kjarrvegur 15,108,2024-04-04,87950,81400,83150,1982,"116,8",3
710687,2525132,Jarpstjörn 2,113,2024-04-05,83000,73850,77700,2023,"113,3",3
710688,2002471,Bræðraborgarstígur 55,101,2024-04-08,45900,42250,43000,1932,"52,0",1
710689,2279958,Lækjargata 26,220,2024-04-08,87000,83200,84900,2005,"154,2",3
710690,2228433,Funalind 5,201,2024-04-04,63400,62350,62850,1997,"87,0",2
710691,2231194,Kirkjusandur 1,105,2024-03-22,83500,69700,75450,1996,"95,4",1
710692,2056795,Flúðasel 88,109,2024-04-05,57900,53250,55900,1976,"98,3",3
710693,2056231,Seljabraut 36,109,2024-03-27,55000,63150,66550,1976,"132,2",4
710694,2252382,Ólafsgeisli 59,113,2024-04-05,140500,135950,139150,2001,"204,5",4
710695,2030069,Barmahlíð 16,105,2024-04-04,74000,79450,81100,1946,"113,0",2
710696,2520260,Silfursmári 2,201,2024-04-08,70900,46050,65200,2023,"70,3",1
710697,2520248,Silfursmári 2,201,2024-04-08,68900,46450,65700,2023,"72,5",1
710698,2285641,Ásakór 3,203,2024-04-05,111500,100050,99600,2006,"193,3",4
710699,2516310,Hraunbær 151,110,2024-04-03,95900,88850,89750,2023,"147,8",4
710700,2357982,Klapparstígur 30,101,2024-03-25,54000,50950,49800,2016,"46,8",1
710701,2076156,Hringbraut 69,220,2024-04-05,66000,63250,64550,1951,"101,8",3
710702,2053363,Vallarás 2,110,2024-03-08,58300,58650,59200,1986,"87,7",2
710703,2100774,Garðabraut 45,300,2024-04-09,50300,44450,47700,1973,"114,2",3
710704,2359200,Kirkjuvellir 12B,221,2024-03-27,62500,57200,57800,2017,"80,5",2
710705,2318683,Hafnarbraut 11,200,2024-04-05,59900,55100,55400,1988,"70,7",1
710706,2516386,Skyggnisbraut 3,113,2024-04-05,69200,63950,67100,2022,"88,1",2
710707,2350584,Stekkjarland 3a,800,2024-04-04,58000,55600,56350,2014,"85,0",2
710708,2180691,Hafnarbraut 34,780,2024-02-19,21768,13600,16250,1996,"98,5",
710709,2515921,Maríugata 28,210,2024-04-03,74000,73200,78450,2022,"89,9",2
710710,2329654,Vatnsendablettur 722,203,2024-04-05,253000,210200,211650,2021,"342,4",5
710711,2256619,Kirkjustétt 14,113,2024-04-03,133500,121300,123650,2001,"188,3",3
710712,2261263,Kristnibraut 83,113,2024-03-27,63900,65900,65300,2003,"107,5",2
710713,2016018,Kleppsvegur 2,105,2024-04-04,70100,60150,62550,1959,"93,6",1
710714,2091419,Ásabraut 10,240,2024-04-12,96520,80750,80600,1969,"239,5",6
710715,2222942,Sólvellir 9,240,2024-04-12,85358,79100,78500,1995,"172,2",3
710716,2032263,Hvassaleiti 68,103,2024-02-12,133300,133300,137700,1985,"214,3",4
710717,2138915,Hólabraut 27,545,2024-03-27,7145,17000,17000,1965,"83,5",2
710718,2176069,Miðvangur 22,700,2024-03-27,36000,30500,31200,1989,"65,8",1
710719,2169391,Mýrargata 13,740,2024-04-11,25000,29100,30800,1960,"97,8",2
710720,2178865,Ásvegur 32,760,2024-03-21,17000,14850,19750,1973,"135,0",3
710721,2145449,Brekkugata 21,600,2024-04-08,91000,36400,39150,1926,"222,9",2
710721,2145448,Brekkugata 21,600,2024-04-08,91000,50400,54300,1926,"222,9",4
710722,2010529,Brautarholt 4,105,2024-04-08,175000,78550,79350,1966,"284,0",
710723,2147245,Heiðarlundur 8D,600,2024-04-11,78000,70050,77550,1976,"170,6",3
710724,2513030,Jóninnuhagi 6,600,2024-04-11,68000,60250,62500,2021,"109,8",4
710725,2155231,Smáravegur 11,620,2024-04-10,54000,50250,53300,1960,"207,3",5
710726,2156350,Skólavegur 5,630,2024-04-09,32000,18800,21650,1940,"138,3",3
710727,2515975,Langahraun 11,810,2024-04-03,58000,57200,61150,2021,"102,5",3
710728,2184651,Smáragata 26,900,2024-04-09,56500,58000,65600,1974,"167,5",4
710729,2362695,Lynggata 3,210,2024-04-05,77200,74100,79250,2018,"95,8",2
710730,2077078,Klukkuberg 19,221,2024-03-26,77900,77600,78200,1991,"133,6",4
710731,2274931,Eyrarflöt 7,300,2024-04-11,88500,79550,80950,2005,"133,9",2
710732,2104590,Hlíðarbær 14,301,2024-04-10,70500,53850,54150,1983,"192,6",4
710733,2100762,Vallarbraut 9,300,2024-04-11,46200,39750,42700,1979,"86,6",2
710734,2305732,Sólmundarhöfði 7,300,2024-04-11,72500,62750,67150,2015,"108,5",2
710735,2298241,Dynhóll 6,245,2024-04-10,95000,85500,93050,2008,"251,6",3
710736,2013696,Bólstaðarhlíð 40,105,2024-04-03,72000,58650,61150,1965,"92,3",2
710737,2292568,Miðholt 23,806,2024-04-11,56500,50800,53250,2006,"149,1",3
710738,2093148,Fífumói 3C,260,2024-04-11,31000,27500,29650,1980,"55,6",1
710739,2089283,Hringbraut 68,230,2024-04-11,67500,68500,71200,1966,"219,1",5
710740,2204214,Reykjadalur,846,2024-04-09,18000,16350,20100,1989,"30,9",
710741,2297147,Reykjarhólsvegur 4A,561,2024-04-10,26000,19200,21550,2006,"50,0",
710742,2207637,Smalaholt 14A,805,2024-04-08,30000,19000,31000,1989,"41,8",
710743,2072574,Þrastarlundur 16,210,2024-04-08,137000,123900,123700,1974,"195,1",4
710744,2079800,Suðurgata 75,220,2024-02-26,45500,55300,54750,1949,"80,1",2
710745,2029990,Miklabraut 58,105,2024-04-04,31000,63800,66100,1949,"97,9",5
710746,2284071,Ásakór 12,203,2024-04-04,94593,86500,86100,2006,"147,4",3
710747,2108344,Birkihlíð 11,320,2024-04-02,48900,38050,45050,1990,"80,6",
710748,2110868,Tannalækjarhólar vestur 6,311,2024-04-02,28000,31750,35500,1980,"81,5",
710749,2149678,Oddeyrargata 16,600,2024-04-02,21500,39450,42300,1932,"142,9",2
710750,2276206,Hafnarskeið 5J,815,2024-03-25,21000,15750,17900,1955,"90,3",
710751,2324493,Miðholt 11,680,2024-03-22,25000,17700,18750,2011,"94,0",2
710752,2025889,Víðimelur 70,107,2024-03-20,40000,56900,57800,1942,"97,1",2
710753,2053412,Vallarás 4,110,2024-03-20,31600,75900,76850,1986,"117,4",3
710754,2209749,Villingavatn,805,2024-03-15,30000,34400,42500,1973,"82,7",
710755,2336012,Stórikrókur 1,342,2024-03-11,50,23400,23300,2012,"80,3",2
710756,2006414,Kárastígur 8,101,2024-02-22,164400,51100,50200,1921,"191,1",1
710756,2006413,Kárastígur 8,101,2024-02-22,164400,46850,46150,1921,"191,1",1
710756,2006415,Kárastígur 8,101,2024-02-22,164400,66000,64900,1921,"191,1",2
710757,2344251,Þerneyjarsund 7,805,2024-02-07,12000,24000,26100,2010,"49,0",
710758,2354283,Holtsvegur 45,210,2022-12-30,51888,80000,85550,2017,"111,8",2
710759,2289224,Tröllakór 8,203,2022-12-01,18437,71950,71400,2007,"101,1",2
710760,2289280,Tröllakór 12,203,2022-12-01,29520,81750,81200,2006,"122,4",3
710761,2311328,Urðarbrunnur 86,113,2024-04-05,137500,132900,137100,2021,"212,9",4
710762,2522027,Maríugata 1,210,2024-04-09,133000,66500,98050,2023,"128,2",3
710763,2283270,Baugakór 16,203,2024-04-09,98000,84400,84100,2006,"139,8",4
710764,2003899,Sólvallagata 21,101,2024-03-13,50000,49200,50200,1928,"49,7",2
710765,2005175,Grettisgata 43,101,2024-03-27,167000,151250,161350,1912,"289,9",11
710766,2503338,Bjarkarholt 12,270,2024-04-08,86000,80850,82750,2019,"126,5",2
710767,2040953,Veghús 7,112,2024-04-08,70400,69250,70650,1989,"126,5",3
710768,2524982,Áshamar 18,221,2024-04-05,58000,23200,52050,2024,"65,6",1
710769,2078322,Mosabarð 5,220,2024-04-05,114000,96500,99700,1957,"156,6",3
710770,2076122,Hringbraut 57,220,2024-04-05,52000,46050,46900,1957,"62,6",0
710771,2061061,Grenigrund 14,200,2024-04-08,23450,52000,51300,1962,"63,5",2
710772,2276141,Sóleyjarimi 17,112,2024-04-08,75400,75850,76950,2005,"111,1",3
710773,2270561,Laugavegur 40A,101,2024-03-11,57800,53550,52500,1929,"64,8",1
710774,2045229,Hraunbær 166,110,2024-04-08,45000,45550,45850,1966,"66,5",1
710775,2056428,Fífusel 12,109,2024-04-08,60000,56100,59050,1978,"103,3",3
710776,2361474,Gerplustræti 13,270,2024-04-05,88000,85750,85800,2018,"134,7",3
710777,2046915,Urðarbakki 22,109,2024-04-05,104000,89000,94350,1969,"192,4",4
710778,2048216,Írabakki 30,109,2024-04-05,67000,63750,65600,1973,"123,1",4
710779,2280459,Baugakór 15,203,2024-04-05,79000,67350,66850,2006,"98,6",2
710780,2262463,Burknavellir 1C,221,2024-04-08,83900,82400,83750,2003,"134,8",3
710781,2039106,Gerðhamrar 34,112,2024-04-05,128000,116000,120200,1987,"169,7",3
710782,2038706,Rauðhamrar 5,112,2024-04-05,76000,71050,72250,1990,"112,4",4
710783,2251847,Ástjörn 7,800,2024-03-14,38500,33700,35800,2001,"59,2",1
710784,2524932,Pósthússtræti 7,230,2024-03-11,76900,27000,70850,2024,"110,0",2
710785,2088609,Heiðarbraut 21,230,2024-03-11,93900,82350,86450,1979,"175,4",3
710786,2065563,Sæbólsbraut 32,200,2024-04-08,47500,40600,40900,1984,"55,0",1
710787,2202193,Hádegishóll,804,2024-04-11,4000,24550,29350,1981,"55,9",
710788,2512011,Vorsabær 3A,810,2024-04-12,15600,10300,11350,2021,"43,5",
710789,2332411,Leirdalur 34,260,2024-04-08,135000,115000,119900,2020,"239,9",3
710790,2366809,Sunnusmári 26,201,2024-04-09,69000,65150,67250,2018,"76,6",1
710791,2071398,Lyngás 1H,210,2024-04-05,96000,82900,83350,2019,"122,8",4
710792,2224073,Gullsmári 5,201,2024-04-04,70200,67850,70300,1996,"103,7",2
710793,2301533,Klukkuvellir 5,221,2024-04-05,52500,52800,53350,2015,"69,6",1
710794,2089662,Kirkjuvegur 40,230,2024-04-15,67700,61600,65750,1954,"219,1",6
710795,2516562,Dugguvogur 13,104,2024-04-04,119900,111400,116650,2023,"171,4",4
710796,2520138,Atlavík 13,800,2024-03-26,65500,38850,65250,2023,"100,3",3
710797,2517990,Eyravegur 34B,800,2024-04-10,37904,33200,35400,2023,"46,4",2
710798,2303145,Beykidalur 6,260,2024-04-12,50300,47050,50950,2008,"101,4",1
710799,2271203,Reiðvað 5,110,2024-04-09,68000,60400,60500,2004,"83,1",2
710800,2359683,Bjarkarholt 17,270,2024-03-22,83000,72850,77700,2024,"116,1",3
710801,2102264,Suðurgata 25,300,2024-04-12,84900,60750,63350,1931,"189,0",7
